MovieName,actorid,ReleaseYear,BoxOffice
烈日灼心,1401,2015,30516
逃出生天,1401,2013,13307
大上海,1401,2012,14975
桃姐,1401,2012,7052
我知女人心,1401,2011,6537
龙门飞甲,1401,2011,54000
一生一世,140,2014,22850
高海拔之恋2,140,2012,2148
搜索,140,2012,17314
解救吾先生,13917,2015,19591
校车,13917,2013,10
缘来是咱俩,13917,2012,28
琴动我心,13814,2011,28
无人区,1382,2013,25962
盗剑72小时,13812,2013,108
金陵十三钗,14059,2011,59227
与妻书,1370,2012,25
三个未婚妈妈,1370,2012,475
金陵十三钗,1370,2011,59227
越来越好之村晚,1370,2013,3002
十二生肖,1372,2012,88118
戒烟不戒酒,1373,2011,691
赛德克·巴莱 内地版,1361,2012,1662
赛德克·巴莱（上）太阳旗,1361,2011,
横冲直撞好莱坞,1374,2015,32235
画皮2,1374,2012,70210
爱,1374,2012,13672
世外逃园,13801,2015,
U盘,13801,2014,40
大片,13801,2013,352
何以笙箫默,1370,2015,35351
太平轮（上）,1370,2014,19542
80后的独立宣言,1366,2014,39
建党伟业,1860983,2011,40923
幸福速递,1860571,2012,
我的处女地,1860601,2015,183
传奇福贵人,1860647,2011,
默守那份情,1860607,2015,81
西柏坡,1860177,2011,242
相伴库里申科,1860057,2015,28
人皮拼图,1860380,2015,405
女神跟我走,1860425,2015,37
拆散专家,1860376,2014,637
成成烽火之投笔从戎,1860453,2011,0
西藏天空,1860358,2014,1798
封门诡影,1860453,2015,2581
房不剩防,1860567,2011,378
左耳,1860567,2015,48522
4B青年之4楼B座,1860567,2013,452
刺客,1860567,2013,10
关于爱情和那些魔鬼,1860522,2012,66
钱学森,1860425,2012,701
变身男女,1860287,2012,806
相伴库里申科,1860230,2015,28
诡婚,1860292,2013,0
粉红女郎之爱人快跑,1860292,2013,400
一九四二,1860425,2012,37113
失恋33天,1859970,2011,32053
三个未婚妈妈,1859851,2012,475
飞天,1859895,2011,6574
武林外传,1859851,2011,19600
雷锋的微笑,1859895,2013,45
追爱,1845,2011,492
永不消失的广播,1570,2014,39
痞子英雄2：黎明升起,1570,2014,20428
爱之初体验,1570,2015,321
喵星少年漂流记,1570,2014,170
雨中的树,1570,2012,2391
大武生,1570,2011,4267
守护星星的小狗,15560,2011,
有种,1570,2013,39
天河,143,2014,3324
战将周希汉,144,2013,0
控制,144,2013,4362
2012喜上加喜,14363,2012,560
爸爸的假期,141,2015,11634
解救吾先生,14253,2015,19591
硬汉2：奉陪到底,14253,2011,2326
危险关系,15458,2012,6271
建党伟业,14951,2011,40923
初恋浅规则,14644,2012,22
喜羊羊与灰太狼之开心闯龙年,14644,2012,16761
甲方乙方,145,2015,19
有一天,145,2014,219
全城通缉,14522,2014,3504
湖西秘密交通线,14550,2011,
宝贝，对不起,144,2015,497
重返20岁,144,2015,36612
天台爱情,145,2013,11983
飞天,14634,2011,6574
咱们结婚吧,1795,2015,28448
太阳脸,1779,2013,13
我是路人甲,17784,2015,6388
窃听风云2,17236,2011,20893
天边的孩子,17279,2015,7
缘来是咱俩,17279,2012,28
一夜未了情,1746107,2011,695
夏天的拉花,175,2013,0
忠诚与背叛,17218,2012,1822
穷途,17160,2015,38
嫁个100分男人,17160,2012,2526
诡镇,17113,2014,933
天钟,16983,2013,1
愤怒的小孩,165,2013,844
桃姐,16388,2012,7052
搜索,165,2012,17314
狂奔蚂蚁,16479,2012,191
一代宗师3D,16703,2015,6301
暴走神探,16482,2015,2456
妈咪侠,16332,2015,14
山河故人,165,2015,3225
一个勺子,1612,2015,2252
梦想庄园,13427,2013,0
怨灵人偶,13444,2014,2592
拼车惊情,13351,2013,
战将周希汉,1366,2013,0
平壤之约,1366,2012,214
洛克王国2圣龙的心愿,13603,2013,6953
赛尔号2：雷伊与迈尔斯,13603,2012,3120
张震讲故事之鬼迷心窍,131,2015,2093
死亡邮件,131,2014,646
目标战,130,2013,28
不肯去观音,130,2013,177
控制,130,2013,4362
一场风花雪月的事,12946,2013,2276
拳皇,12428,2012,217
西游记之大闹天宫,128,2014,104549
笔仙,13311,2012,5817
飞越老人院,13276,2012,525
毒战,1210,2013,14695
我愿意,1210,2012,8497
少年班,1210,2015,5068
触不可及,1210,2014,7681
我们约会吧,1208,2011,523
脱轨时代,1212,2014,5473
顾景舟,11998,2015,
绝命航班,12257,2014,3673
默守那份情,12255,2015,81
蔡李佛拳,12255,2011,75
老炮儿,12276,2015,90279
回马枪,12428,2011,907
圣诞玫瑰,1200,2013,2349
桃姐,1200,2012,7052
我的军号,11477,2011,0
百团大战,1153,2015,41367
相伴库里申科,1153,2015,28
大闹天宫（动画版）,1174,2012,5110
触不可及,1174,2014,7681
铁血娇娃,1174,2013,522
神奇,1174,2013,4595
天将雄师,1174,2015,74417
默守那份情,1166,2015,81
大国手之首席棋待诏,1164,2011,
情战,1142797,2015,0
浮城谜事,11426,2012,554
刘伯承市长,11476,2012,25
越来越好之村晚,1163,2013,3002
喵星少年漂流记,1189745,2014,170
黎明之眼,1189745,2014,29
校园合伙人,11225,2015,
澳门风云2,11143,2015,97485
警察故事2013,11143,2013,53438
笑过2012,1112,2012,80
杨善洲,1112,2011,8345
建党伟业,11046,2011,40923
心迷宫,1102,2015,1067
老男孩之猛龙过江,1102,2014,20887
给野兽献花,1100,2012,749
封门村,11003,2014,567
栖镇，等我,1105,2015,
一切从2019开始,1106,2015,
洋妞到我家,1106,2014,756
飞天,11063,2011,6574
匆匆那年,11047,2014,58849
忠烈杨家将,10937,2013,6181
遥远的拥抱,10900,2015,506
财神客栈,10933,2011,10244
情笛之爱,1089,2014,28
太平轮：彼岸,108,2015,5105
九层妖塔,10760,2015,68292
权力有限,1025,2011,29
猛龙特囧,10216,2015,634
扎西大转折,1021,2012,
辛亥革命,1021,2011,5010
失控,1023,2011,60
我想结婚的时候你在哪,102,2014,280
无底洞,102,2011,115
匹夫,1019,2012,2766
女儿,1020,2011,
飞越老人院,1020,2012,525
铜雀台,1020,2012,10606
全力扣杀,2239687,2015,78
永不消失的广播,2232869,2014,39
永春白鹤拳之擎天画卷,2232708,2014,47
永春白鹤拳之擎天画卷,2232707,2014,47
永春白鹤拳之擎天画卷,2232722,2014,47
海神密码,2232556,2014,55
白雪公主之神秘爸爸,2232559,2015,1122
我是你的野蛮女友,2232366,2014,77
滚蛋吧！肿瘤君,2232298,2015,51180
有一天,2231969,2014,219
心咒,2231884,2014,243
时间都去哪了,2231478,2015,26
封门村,2231691,2014,567
男人制造,2231041,2015,20
还魂之迷失曼谷,2231076,2014,778
王朝的女人·杨贵妃,2230931,2015,13393
诡镇,2230441,2014,933
爱情进化论,2230941,2014,762
江湖论剑实录,2230408,2014,1093
恐怖电影院,2230231,2014,1228
床下有人2,2230231,2014,1489
怨灵,2230179,2014,1894
床下有人2,2230218,2014,1489
81号农场之疯狂的麦咭,2230199,2014,1878
夜半梳头,2230237,2014,1348
开心超人2：启源星之战,2229897,2014,2803
开心超人2：启源星之战,2229842,2014,2803
王牌,2229768,2014,3165
开心超人2：启源星之战,2229896,2014,2803
新大头儿子和小头爸爸之秘密计划,2229729,2014,4244
笔仙3,2229662,2014,5038
新大头儿子和小头爸爸之秘密计划,2229732,2014,4244
铠甲勇士之雅塔莱斯,2229699,2014,4441
白日焰火,2229132,2014,10304
绣春刀,2229159,2014,9323
我的早更女友,2229087,2014,16180
太平轮（上）,2229041,2014,19542
熊出没之夺宝熊兵,2228958,2014,24808
催眠大师,2228922,2014,27389
老男孩之猛龙过江,2228965,2014,20887
宝贝，对不起,2229006,2015,497
微爱之渐入佳境,2228935,2014,28637
猪猪侠之勇闯巨人岛,2228607,2014,4365
心花路放,2228597,2014,116934
大话天仙,2228584,2014,2962
爸爸去哪儿2,2227993,2015,22351
异种,2227993,2015,508
我是路人甲,2228177,2015,6383
赛尔号大电影3之战神联盟,2226593,2013,7649
潜艇总动员3：彩虹宝藏,2226586,2013,5755
妈咪侠,2226516,2015,14
我是证人,2226478,2015,21527
巴啦啦小魔仙,2226203,2013,5190
者来·来者,2225896,2015,
味道中国,2216850,2015,81
怒放之青春再见,2216223,2014,202
大地赤子史来贺,2215684,2014,33
神探驾到,2214972,2015,3740
陌路惊笑,2214686,2015,156
浪漫天降,2211935,2015,785
战火中的芭蕾,2211935,2015,1210
天机,2211924,2015,0
街舞小子,2211590,2014,9
我想结婚的时候你在哪,2204794,2014,280
飞跃地心,2204555,2014,32
诡娃娃,2202698,2015,286
破局,2202945,2014,163
别有动机,2200061,2015,1189
极速先锋,2193971,2011,49
囧人之越挠越痒,2193322,2013,78
周恩来的四个昼夜,2193220,2013,5964
终极大冒险,2193268,2013,446
终极大冒险,2193262,2013,446
有招没招之爱情达人,2193173,2013,44
王牌,2192680,2014,3165
诡镇,2187843,2014,933
北回归线,2187353,2014,246
青春时光,2184866,2014,7
夺命金,2180799,2012,2621
暴躁天使,2180461,2013,127
巴啦啦小魔仙,2180556,2013,5190
二次曝光,2179123,2012,10738
一八九四·甲午大海战,2178996,2012,414
巴黎假期,2178053,2015,1792
超蛙战士之威武教官,2177852,2012,557
金箍棒传奇,83,2012,1097
钱学森,83,2012,701
太平轮：彼岸,2215585,2015,5105
囧贼,2214704,2015,27
十二公民,2214883,2015,1397
茶花村的幸福生活,2214070,2011,0
斐济99℃爱情,2212505,2014,127
黄克功案件,2211940,2014,227
我要你开花,2211909,2015,77
惊魂电影院,2211600,2015,869
街舞小子,2211601,2014,9
天河,2210919,2014,3324
凤凰台,2210538,2014,2
恐怖电影院,2209750,2014,1228
鹰笛·雪莲,2209853,2015,7
轩辕剑传奇,2209707,2015,316
白幽灵传奇之绝命逃亡,2207859,2015,2432
爱你不等来生,2207650,2014,25
穷途,2207200,2015,38
诡八楼,2206983,2014,728
等你追我,2206957,2014,10
爸爸的假期,2206755,2015,11634
绑架对门狗,2206241,2012,0
神通佛影,2205925,2014,26
剑齿王朝,2205913,2012,2
神秘世界历险记2,2205037,2014,6193
十万个冷笑话,2205679,2014,11987
大喜临门,2205485,2015,777
青春.com,2204777,2014,
海神密码,2201131,2014,55
黎明之眼,2201134,2014,29
绣春刀,2201134,2014,9323
夜半梳头,2201701,2014,1348
201413爱你一世一生,2200653,2014,89
一个温州的女人,2200779,2014,92
最佳嫌疑人,2200643,2014,884
情笛之爱,2200821,2014,28
情笛之爱,2200818,2014,28
第一眼爱情,2200856,2014,46
缘来是游戏,2200292,2014,327
冰封：重生之门,2200630,2014,14269
微爱之渐入佳境,2200610,2014,28637
寒风镇,2197333,2014,51
森林孤影,2198602,2014,3
白发魔女传之明月天国,2194433,2014,38914
西藏天空,2194431,2014,1797
万物生长,2194826,2015,14831
正·青春,2194016,2011,0
最美的承诺,2193800,2015,1
囧人之越挠越痒,2193321,2013,78
石斛兰,2193372,2014,2
在一起,2193339,2013,3228
纽约客@上海,2193434,2012,107
美男记,2193428,2012,88
百万爱情宝贝,2193281,2013,85
新地雷战：神勇小子,2193278,2014,3
逆袭,2193239,2013,19
功夫战斗机,2193190,2013,130
笔仙惊魂3,2193192,2014,3531
高铁英雄,2193256,2013,118
我的母亲,2193229,2013,0
夺樽,2192883,2014,74
等风来,2193127,2013,7978
大寒桃花开,2193116,2014,114
小时代4：灵魂尽头（纪录片版）,2191664,2015,
小时代4：灵魂尽头,2191664,2015,48842
捉妖记,2190725,2015,244001
完美超越,2191117,2014,232
非狐外传,2189744,2014,609
爱情狂想曲,2187589,2014,59
我为相亲狂,2184993,2013,517
冲锋号,2183868,2013,138
怦然星动,2245568,2015,15973
一念天堂,2244028,2015,8279
好人高峰,2241192,2013,500
十月初五的月光,2239930,2015,4261
激战黎明,2237793,2015,27
回到被爱的每一天,2237290,2015,168
七彩田野,2235958,2014,504
九层妖塔,2235375,2015,68292
九层妖塔,2235377,2015,68292
港囧,2234568,2015,161410
赛尔号4大电影：圣魔之战,2233919,2014,6233
赛尔号4大电影：圣魔之战,2233915,2014,6233
边区造,2233835,2014,1
大丑,2233853,2014,1
穷途,2233933,2015,38
国宝疑云,2233757,2014,3
9号女神,2233741,2014,5
国宝疑云,2233773,2014,3
新地雷战：神勇小子,2233788,2014,3
分手木马计,2233707,2014,7
9号女神,2233737,2014,5
凡人烦恼,2233806,2014,2
凡人烦恼,2233803,2014,2
金色时光,2233725,2014,5
等你追我,2233686,2014,10
枕边诡影,2233541,2015,407
神通佛影,2233159,2014,26
黎明之眼,2233125,2014,29
卧龙岗,2233145,2014,29
神通佛影,2233171,2014,26
飞跃地心,2233004,2014,32
天亮·分手,2232989,2015,57
幸福中转栈,2233028,2014,31
鹰笛·雪莲,2232763,2015,7
刺客聂隐娘,2232786,2015,6140
永春白鹤拳之擎天画卷,2232713,2014,47
80后的独立宣言,2232862,2014,39
大峰祖师,2232639,2014,48
大峰祖师,2232633,2014,48
大峰祖师,2232629,2014,48
海神密码,2232571,2014,55
将错就错,2183642,2015,3937
观音山,2183620,2011,6994
忠烈杨家将,2183378,2013,6181
忠烈杨家将,2183380,2013,6181
洛克王国！圣龙骑士,2183313,2011,2728
春娇与志明,2183277,2012,7059
笔仙,2183498,2012,5817
边区造,2183195,2014,1
我爱灰太狼,2183183,2012,7535
碟仙诡谭,2183165,2014,2013
黄克功案件,2183165,2014,227
亲密敌人,2183165,2011,11037
好想和你在一起,2182614,2013,1
人皮拼图,2182486,2015,405
骇战,2181567,2013,299
刘老庄八十二壮士,2181551,2013,18
巴啦啦小魔仙,2181029,2013,5190
七月半之恐怖宿舍,2180808,2015,1228
古镇凶灵之巫咒缠身,2180682,2013,1064
飞扬的青春,2180475,2012,5
走过雪山草地,2180436,2012,9
大峰祖师,2180316,2014,48
恋者多喜欢,2179774,2014,38
姐姐嫁给我,2179720,2013,0
太极1：从零开始,2179933,2012,14731
情战,2179816,2015,0
无脚鸟,2179258,2015,1
红尾鸽,2179094,2012,0
我只要我们在一起,2179090,2015,307
地下室惊魂,2179090,2012,704
少年林祥谦,2179077,2013,10
破五,2179103,2014,0
蓝调海之恋,2178399,2012,45
9号女神,2177881,2014,5
超蛙战士之威武教官,2177848,2012,557
青春真好,2177732,2014,
特功明星,2177846,2015,306
摩登森林之美食总动员,2177842,2014,216
死亡邮件,2177759,2014,646
哺乳期的女人,2177753,2015,28
今天·明天,2177651,2012,179
开心超人,2176737,2013,3566
你是哪里人,2176885,2011,64
电梯惊魂,2177202,2013,2220
同桌的你,2177041,2014,45576
延安电影团,2176861,2012,
校花诡异事件,2176590,2013,801
上位,2176590,2013,
小时代3：刺金时代,2176495,2014,52156
警察故事2013,2175717,2013,53438
八星抱喜,2174681,2012,8622
浮出水面的影子,2174683,2012,218
星星的孩子,2174909,2012,32
支格阿鲁,2024700,2013,
摩登年代,2024679,2013,6844
绝录求生,2024679,2012,417
浮城谜事,2024706,2012,554
九层妖塔,2024547,2015,68292
大话天仙,2024642,2014,2962
笔仙,2024642,2012,5817
危城之恋,2024639,2012,2
山间传来牛铃声,2024570,2015,4
麦积山的呼唤,2023305,2011,
民的1911,2023652,2011,23
目击者,2023162,2012,894
天各一方,2022609,2015,2
左耳,2022564,2015,48522
密道追踪之阴兵虎符,2022509,2014,901
百团大战,2022496,2015,41367
周恩来的四个昼夜,2022496,2013,5964
李子王的浪漫事,2022363,2012,0
太空熊猫总动员,2022261,2014,438
暴躁天使,2022261,2013,127
璀璨的婚礼,2022224,2015,9
熊猫总动员,2020709,2011,4568
站起来,2022095,2011,10
亲亲我,2022097,2011,12
惊沙,2014706,2011,151
美男记,2014731,2012,88
就是闹着玩的,2014725,2012,324
西藏往事,2014691,2011,14
金色时光,2013188,2014,5
大盘鸡,2013063,2012,0
辛亥革命,2176971,2011,5010
我们毕业的夏天,2175759,2014,104
神通乡巴佬,2174923,2012,407
爱你一生一世,2174633,2012,63
神探亨特张,7891,2012,780
大刀关胜,6034,2013,0
我只要我们在一起,6018,2015,307
你是哪里人,5697,2011,64
新妈妈再爱我一次,366670,2012,593
命中注定,26263,2015,6793
我愿意,26263,2012,8497
激浪青春,2545,2014,498
三个未婚妈妈,2283,2012,475
海神密码,2232570,2014,55
深情约定,2232461,2014,18
我是你的野蛮女友,2232367,2014,77
一个温州的女人,2232323,2014,92
一个温州的女人,2232315,2014,92
海神密码,2232568,2014,55
古堡之吻,2232332,2014,92
不爱不散,2232354,2014,77
破局,2232198,2014,163
一个温州的女人,2232309,2014,92
热血男人帮,2232304,2015,178
滚蛋吧！肿瘤君,2232304,2015,51180
黄克功案件,2232188,2014,227
黑月,2232282,2014,96
江南爱情故事,2232236,2014,122
江南爱情故事,2232229,2014,122
警察日记,2232074,2014,210
警察日记,2232077,2014,210
警察日记,2232065,2014,210
虐面人之死灵面膜,2232113,2014,195
放手爱,2232097,2014,198
丑男大翻身,2232094,2014,5
警察日记,2232057,2014,210
超萌英雄,2232138,2014,168
一号目标,2232093,2014,204
怒放之青春再见,2231974,2014,202
香气,2231897,2014,239
香气,2231900,2014,239
怒放之青春再见,2232015,2014,202
天各一方,2231904,2015,2
完美超越,2231903,2014,232
边区造,2231876,2014,1
对不起，我爱你,2231829,2014,279
蓝色骨头,2231785,2014,420
激浪青春,2231771,2014,498
怒放之青春再见,2231800,2014,202
诡替身,2231683,2014,602
心咒,2231880,2014,243
死亡邮件,2231658,2014,646
花咒,2231674,2014,628
时间都去哪了,2231473,2015,26
黄金福将,2231109,2015,125
谁动了我的梦想,2231109,2014,319
美人邦,2231109,2014,702
小西天狄道传奇,2231380,2015,8
诡八楼,2231055,2014,728
洋妞到我家,2231005,2014,756
洋妞到我家,2230954,2014,756
爱情进化论,2230948,2014,762
特工艾米拉,2231028,2014,741
最佳嫌疑人,2230924,2014,884
诡八楼,2231050,2014,728
特工艾米拉,2231038,2014,741
密道追踪之阴兵虎符,2230452,2014,901
密道追踪之阴兵虎符,2230447,2014,901
床下有人2,2230219,2014,1489
女生宿舍,2230258,2014,1283
我的播音系女友,2230274,2014,1282
推拿,2230306,2014,1314
魔幻仙踪,2230105,2014,2186
谁说我们不会爱,2230114,2014,2146
碟仙诡谭,2230150,2014,2013
巴啦啦小魔仙之魔法的考验,2230170,2014,1916
魔幻仙踪,2230109,2014,2186
疯狂72小时,2229898,2014,2735
开心超人2：启源星之战,2229849,2014,2803
完美假妻168,2229828,2014,2929
大话天仙,2229779,2014,2962
开心超人2：启源星之战,2229839,2014,2803
新大头儿子和小头爸爸之秘密计划,2229725,2014,4244
猪猪侠之勇闯巨人岛,2229716,2014,4365
铠甲勇士之雅塔莱斯,2229695,2014,4441
铠甲勇士之雅塔莱斯,2229687,2014,4441
新大头儿子和小头爸爸之秘密计划,2229687,2014,4244
王牌,2229775,2014,3165
索命暹罗之按摩师,2229745,2015,249
王牌,2229763,2014,3165
男神时代,2229643,2015,825
龙之谷：破晓奇兵,2229632,2014,5740
闯堂兔2疯狂马戏团,2229467,2015,2121
神秘世界历险记2,2229467,2014,6193
煎饼侠,2229508,2015,116275
秦时明月之龙腾万里,2229619,2014,5998
触不可及,2229197,2014,7681
触不可及,2229200,2014,7681
露水红颜,2229259,2014,6628
英雄之战,2229220,2014,7458
冰封：重生之门,2229098,2014,14269
激浪青春,2229178,2014,498
白日焰火,2229121,2014,10304
我的早更女友,2229080,2014,16180
太平轮（上）,2229054,2014,19542
微爱之渐入佳境,2228939,2014,28637
闺蜜,2228999,2014,20494
闺蜜,2229010,2014,20494
栀子花开,2228608,2015,37900
归来,2228913,2014,29146
心花路放,2228590,2014,116934
心花路放,2228582,2014,116934
西游记之大圣归来,2228742,2015,95652
白发魔女传之明月天国,2228888,2014,38914
微爱之渐入佳境,2228925,2014,28637
猪猪侠之勇闯巨人岛,2228882,2014,4365
小时代4：灵魂尽头（纪录片版）,2228474,2015,
我是路人甲,2228153,2015,6383
一路向前,2228451,2015,570
谁说我们不会爱,2228213,2014,2146
搏击迷城,2228202,2015,185
一刻十年,2228016,2015,11
张震讲故事之鬼迷心窍,2228141,2015,2093
再见我们的十年,2227305,2015,535
再见我们的十年,2227302,2015,535
81号农场之保卫麦咭,2226770,2013,2531
81号农场之疯狂的麦咭,2226754,2014,1878
81号农场之保卫麦咭,2226754,2013,2531
开心超人2：启源星之战,2226747,2014,2803
电梯惊魂,2226605,2013,2220
我想和你好好的,2226599,2013,8774
81号农场之保卫麦咭,2226766,2013,2531
开心超人,2226745,2013,3566
绿林大冒险,2226565,2013,938
被偷走的那五年,2226597,2013,14940
怒放之青春再见,2226578,2014,202
妈咪侠,2226517,2015,14
惊魂电影院,2226512,2015,869
诡影迷情,2226575,2015,340
疯狂72小时,2226227,2014,2735
超萌英雄,2226227,2014,168
甜蜜十八岁,2226227,2013,48
咒丝,2226227,2013,744
门巴将军,2226122,2013,37
最佳嫌疑人,2226123,2014,884
十二公民,2225438,2015,1397
哺乳期的女人,2226041,2015,28
悬战,2224972,2015,162
万物生长,2220860,2015,14831
怦然星动,2223909,2015,15973
左耳,2223909,2015,48522
闺蜜,2220834,2014,20494
碟仙诡谭,2223778,2014,2013
冲锋车,2220273,2015,2091
可爱的你,2219654,2015,2222
璀璨的婚礼,2219934,2015,9
天使：生命处方,2219206,2015,8
宝贝，对不起,2218839,2015,497
兔侠之青黎传说,2218021,2015,2973
我只要我们在一起,2218166,2015,307
十万个冷笑话,2216277,2014,11987
超蛙战士之威武教官,2010426,2012,557
青春搏击,2011620,2012,16
秋语,2009924,2014,3
一夜未了情,2009938,2011,695
火车快跑,2009771,2015,0
今天我出警,2009771,2011,
爱神,1948540,2013,1211
我是中国人,1948686,2012,23
妈咪侠,1948682,2015,14
甜心巧克力,1948257,2013,412
铜雀台,1948146,2012,10606
八大山人,1948114,2012,2
高海拔之恋2,1948113,2012,2148
诡镇,1903601,2014,933
上位,1903056,2013,
何以笙箫默,1903243,2015,35351
搏击迷城,1903089,2015,185
嘿·店,1903089,2011,332
幸存日,1903089,2011,47
金陵十三钗,1903089,2011,59227
我们毕业的夏天,1878311,2014,104
美男记,1878311,2012,88
轩辕剑传奇,1877768,2015,316
中国好声音之为你转身,1877647,2013,301
4B青年之4楼B座,1877554,2013,452
毕业那年分手季,1877307,2014,73
宝马狂想曲,1877307,2012,421
天上的菊美,1877492,2014,1177
杀生,1877482,2012,1914
归燕,1868915,2012,
仁者医路,1868100,2014,0
我和你,1867481,2012,11
最强囍事,1866558,2011,16714
零点杀机,1866130,2015,46
李家大院,1866318,2011,
麦兜·当当伴我心,1866219,2012,4898
分手达人,1865204,2014,441
爱到底,1865204,2011,1149
最长的拥抱,1863271,2012,14
秘术,1862429,2014,503
特功明星,1862318,2015,306
毕业那年分手季,1862750,2014,73
天空之城,1860878,2012,0
公主的诱惑,1860311,2013,161
阿嬷的梦中情人,16140,2013,47
搞定岳父大人,9677,2012,1770
一步之遥,9678,2014,51494
王的盛宴,969,2012,7700
新少林寺,969,2011,21254
冲锋车,969,2015,2091
盲探,969,2013,21419
古路,9690,2013,26
谁hold住谁,99,2013,39
都是手机惹的祸,99,2013,0
北京爱情故事,9965,2014,40555
边境风云,9733,2012,2923
街舞小子,9711,2014,9
郭明义,97,2011,1920
爸爸去哪儿,9998,2014,69673
中国好声音之为你转身,9998,2013,301
钟馗伏魔：雪妖魔灵,9998,2015,40923
B+侦探,9998,2011,2501
极速天使,9998,2011,2455
催眠大师,94,2014,27389
一夜惊喜,94,2013,17732
毒战,9367,2013,14695
私人订制,9371,2013,71380
建党伟业,9371,2011,40923
圣诞玫瑰,91,2013,2349
我知女人心,9371,2011,6537
一路惊喜,9464,2015,6974
港囧,94,2015,161410
一念天堂,9450,2015,8279
太平轮：彼岸,91,2015,5105
露水红颜,903,2014,6628
毒战,8835,2013,14695
守望天山,8845,2011,15
杀戒,953,2013,947
警察故事2013,953,2013,53438
遍地狼烟,93,2011,880
后会无期,8765,2014,62881
厨子戏子痞子,8760,2013,27283
白鹿原,8659,2012,14199
百变爱人,8677,2014,2415
高举爱,8686,2012,387
一夜成名,87,2012,145
白蛇传说,87,2011,17502
梦开始的地方,8822,2015,11
启功,880,2015,40
怪谈,8167,2015,758
HOLD住爱,7415,2012,4413
新天生一对,7415,2012,5217
国宝疑云,73,2014,3
幸福成本,7433,2012,5
何以笙箫默,7415,2015,35351
横冲直撞好莱坞,6904,2015,32235
夏日恋神马,6956,2011,137
我想结婚的时候你在哪,68,2014,280
城市游戏,68,2014,327
我是中国人,691,2012,23
玛德2号,6904,2013,117
春娇与志明,6904,2012,7059
暴疯语,6904,2015,4676
一场风花雪月的事,6904,2013,2276
中国合伙人,6904,2013,53879
堵车,7242,2011,91
刘伯承市长,722,2012,25
云之锦,722,2012,15
倩女幽魂,6732,2011,14093
近距离击杀,722,2014,39
飞越老人院,73,2012,525
大话天仙,6954,2014,2962
我和你,6956,2012,11
爱之初体验,6625,2015,321
从天“儿”降,6625,2015,5662
焦裕禄,648,2012,409
娘家人,6573,2015,3
控制,6623,2013,4362
花开白草畔,661,2012,0
好人常慧珍,642,2015,
建党伟业,6138,2011,40923
倩女幽魂,6137,2011,14093
团圆,6312,2013,36
危险关系,6312,2012,6271
赛车传奇,629,2011,161
魁拔之大战元泱界,2276234,2013,2530
盗马记,22720,2014,6273
爆笑角斗士,22720,2012,484
我爱HK开心万岁,22720,2011,2893
笔仙2,2261,2013,8216
深夜前的五分钟,2260,2014,1007
凤凰情,2253185,2014,0
多情的夏天,23151,2011,0
为梦想，跑,2280967,2013,1
回马枪,6154,2011,907
生死罗布泊,6140,2012,205
神探亨特张,6140,2012,780
密道追踪之阴兵虎符,6139,2014,901
仁者医路,6139,2014,0
奥拉星：进击圣殿,6137,2015,847
白幽灵传奇之绝命逃亡,6076,2015,2432
忠诚与背叛,6138,2012,1822
台北飘雪,5982,2012,195
大追捕,6193,2012,4822
面引子,5789,2011,0
疯狂72小时,5789,2014,2735
天河,5733,2014,3324
家乡的彩虹,576,2011,
辛亥革命,5845,2011,5010
史前怪兽,5789,2014,3483
解救吾先生,5850,2015,19591
宫锁沉香,5850,2013,5447
太极侠,5850,2013,2756
王的盛宴,5844,2012,7700
大闹天宫（动画版）,594,2012,5110
黄金时代,5972,2014,5154
河东狮吼2,5545,2012,7091
建党伟业,5545,2011,40923
吴仁宝,5523,2012,1112
推拿,5461,2014,1314
9号女神,5460,2014,5
做次有钱人,5456,2012,152
赛车总动员2,547,2011,7502
小王子,547,2015,15845
冰川时代2：融冰之灾,547,2014,4415
启功,5476,2015,40
王朝的女人·杨贵妃,548,2015,13393
哭笑不得,5442,2012,101
炫舞天鹅,545,2011,45
第一次,5409,2012,3580
东北偏北,5397,2015,92
咒丝,5516,2013,744
厨子戏子痞子,5516,2013,27283
边境风云,5510,2012,2923
一路惊心,5471,2011,51
台北飘雪,5420,2012,195
家在水草丰茂的地方,5414,2015,79
老夫子之小水虎传奇,5302,2011,179
神偷奶爸2,5302,2014,32410
四大名捕2,5302,2013,17429
建党伟业,5302,2011,40923
露水红颜,5304,2014,6628
智取威虎山,5306,2014,88275
我爱的是你爱我,5306,2013,3028
爱谁谁,4873,2012,171
新龙门客栈,4873,2012,644
青春雷锋,4984,2013,99
白鹿原,4984,2012,14199
九层妖塔,5304,2015,68292
煎饼侠,5302,2015,116275
雨中的树,4865,2012,2391
刺客聂隐娘,4865,2015,6140
白发魔女传之明月天国,4865,2014,38914
越来越好之村晚,4865,2013,3002
浮出水面的影子,4863,2012,218
战国,4863,2011,7604
乐翻天,4863,2012,507
牛胆神偷,4680,2013,51
雨中的树,4680,2012,2391
大漠青春,4654,2015,0
百团大战,4721,2015,41367
我的男男男男朋友,4721,2013,780
巴啦啦小魔仙之魔法的考验,4713,2014,1916
黄金大劫案,4523,2012,15031
鹰笛·雪莲,4511,2015,7
少女哪吒,4511,2015,54
单身男女2,4532,2014,19858
功夫侠,4532,2013,67
家在水草丰茂的地方,4641,2015,79
万物生长,4641,2015,14831
